"","CUAL","LNGS","PTLC","DSTA","LFRT","LBTEF","CBTR","NMLB","ANGB","CUAL9M","LVC9M","TNPR9M","PL9M","STRP","STRC","PSTR","NMSR","TTRN","TFWSR","TTRW","TFWSS","TTSW","TTPW","AVPW","ARSR","SRDM","Cluster"
"TMe-171","Green purple","Long","Green purple","Central part","25-50% leaf retention","1","Cream","0","No branching","Purple","Dark green","5","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",13,3.25,1.4,0.35,3.6,0.9,5,1.25,4,43.2,II
"TMe-174","Dark green","Long","Purple","Totally pigmented","50-75% leaf retention","1","White","0","No branching","Dark green","Green purple","5","Long (25-30cm)","Absent","Present","Tending toward horizontal",2,0.666666666666667,3.4,1.13333333333333,0.6,0.2,4,1.33333333333333,0,25.1,III
"TMe-176","Green purple","Long","Green purple","Central part","25-50% leaf retention","0","Cream","0","No branching","Purple","Dark green","3","Medium (15-20cm)","Absent","Present","Tending toward horizontal",2,2,0.8,0.8,1.2,1.2,2,2,0,39.4,II
"TMe-180","Green purple","Long","Red","Totally pigmented","50-75% leaf retention","3","White","4","450-600","Purple","Green purple","4","Long (25-30cm)","Short","Present","Irregular",14,3.5,4,1,18.2,4.55,22.2,5.55,2,40.2,IV
"TMe-181","Green purple","Medium","Green purple","Central part","<25% leaf retention","3","Cream","3","450-600","Green purple","Dark green","5","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",17,4.25,2.6,0.65,3.2,0.8,5.8,1.45,1,34,V
"TMe-184","Green purple","Medium","Red","Totally pigmented","50-75% leaf retention","3","Cream","3","450-600","Purple","Green purple","2","Long (25-30cm)","Absent","Absent","Tending toward horizontal",3,1.5,1.6,0.8,0.8,0.4,2.4,1.2,0,38.4,IV
"TMe-185","Green purple","Long","Green purple","Central part","25-50% leaf retention","2","Cream","3","450-600","Dark green","Green","5","Medium (15-20cm)","Absent","Present","Tending toward horizontal",9,2.25,1.8,0.45,2.6,0.65,4.4,1.1,3,36.7,VI
"TMe-186","Green purple","Medium","Red","Totally pigmented","25-50% leaf retention","2","Cream","3","450-600","Green purple","Green purple","5","Medium (15-20cm)","Short","Present","Irregular",18,3.6,3.2,0.64,5.2,1.04,8.4,1.68,1,43.7,IV
"TMe-187","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","1","White","0","No branching","Purple","Green purple","5","Long (25-30cm)","Short","Present","Irregular",15,3,2.2,0.44,6,1.2,8.2,1.64,1,42.3,III
"TMe-188","Green purple","Long","Green purple","Top and bottom","25-50% leaf retention","3","White","4","450-600","Purple","Dark green","5","Medium (15-20cm)","Short","Present","Tending toward horizontal",15,3.75,4.6,1.15,9.2,2.3,13.8,3.45,0,38.3,VI
"TMe-189","Purple","Long","Green purple","Central part","25-50% leaf retention","2","Cream","1","750-900","Purple","Green purple","5","Long (25-30cm)","Short","Present","Tending toward horizontal",12,4,2.8,0.933333333333333,5.4,1.8,8.2,2.73333333333333,0,39.3,V
"TMe-190","Dark green","Long","Purple","Totally pigmented","25-50% leaf retention","2","Cream","3","150-300","Light green","Green purple","5","Medium (15-20cm)","Short","Absent","Irregular",9,1.8,2.6,0.52,2.8,0.56,5.4,1.08,1,39,IV
"TMe-193","Green purple","Long","Green purple","Top part","50-75% leaf retention","4","Cream","3","450-600","Purple","Dark green","3","Long (25-30cm)","Short","Absent","Tending toward horizontal",7,3.5,2.6,1.3,4.2,2.1,6.8,3.4,0,38.7,V
"TMe-194","Green purple","Long","Green purple","Central part","50-75% leaf retention","1","White","1","450-600","Purple","Dark green","4","Medium (15-20cm)","Absent","Present","Tending toward horizontal",6,2,1.8,0.6,4.6,1.53333333333333,6.4,2.13333333333333,1,29.3,V
"TMe-196","Green purple","Long","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Green purple","Dark green","2","Medium (15-20cm)","Short","Absent","Tending toward horizontal",1,0.5,1.4,0.7,0.8,0.4,2.2,1.1,0,46.7,II
"TMe-197","Green purple","Long","Green purple","Top part","50-75% leaf retention","2","Cream","2","150-300","Purple","Dark green","4","Long (25-30cm)","Absent","Present","Tending toward horizontal",14,3.5,1.8,0.45,5.4,1.35,7.2,1.8,2,43.7,V
"TMe-205","Green purple","Medium","Red","Totally pigmented","50-75% leaf retention","3","Cream","3","150-300","Purple","Green purple","2","Medium (15-20cm)","Short","Present","Tending toward horizontal",6,3,1.2,0.6,3.4,1.7,4.6,2.3,1,45.1,IV
"TMe-207","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","2","Cream","2","450-600","Purple","Green purple","2","Long (25-30cm)","Short","Present","Tending toward horizontal",4,2,2.4,1.2,2.8,1.4,5.2,2.6,0,36.3,IV
"TMe-208","Green purple","Long","Green purple","Top part","50-75% leaf retention","4","Cream","4","750-900","Purple","Dark green","5","Medium (15-20cm)","Short","Absent","Tending toward horizontal",2,0.666666666666667,1.2,0.4,2,0.666666666666667,3.2,1.06666666666667,0,38.3,V
"TMe-209","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","1","Cream","1","450-600","Green","Green purple","5","Long (25-30cm)","Intermediate","Absent","Irregular",21,4.2,12.8,2.56,18.8,3.76,31.6,6.32,1,43.5,IV
"TMe-210","Purple","Medium","Purple","Totally pigmented","25-50% leaf retention","2","White","2","450-600","Purple","Green purple","2","Medium (15-20cm)","Absent","Present","Tending toward horizontal",5,2.5,0.8,0.4,1.4,0.7,2.2,1.1,0,36.7,IV
"TMe-211","Purple","Long","Green purple","Top part","25-50% leaf retention","3","Cream","3","450-600","Purple","Dark green","5","Long (25-30cm)","Absent","Absent","Tending toward horizontal",22,5.5,4.4,1.1,8.2,2.05,12.6,3.15,3,38.4,V
"TMe-213","Green purple","Long","Green purple","Top part","25-50% leaf retention","3","Cream","4","450-600","Purple","Dark green","4","Long (25-30cm)","Absent","Present","Tending toward horizontal",20,5,2.8,0.7,6,1.5,8.8,2.2,2,38.7,VI
"TMe-215","Green purple","Medium","Red","Totally pigmented","25-50% leaf retention","2","Cream","2","150-300","Green purple","Green purple","5","Long (25-30cm)","Absent","Absent","Irregular",11,2.75,2.4,0.6,3.8,0.95,6.2,1.55,3,38.6,IV
"TMe-216","Green purple","Long","Green purple","Central part","25-50% leaf retention","2","Cream","1","450-600","Green purple","Dark green","4","Long (25-30cm)","Absent","Absent","Tending toward horizontal",3,1.5,2,1,2.6,1.3,4.6,2.3,0,35.7,V
"TMe-217","Green purple","Long","Green purple","Top and bottom","50-75% leaf retention","2","Cream","2","450-600","Dark green","Dark green","5","Long (25-30cm)","Intermediate","Absent","Irregular",11,2.75,4.6,1.15,4.2,1.05,8.8,2.2,2,37.1,V
"TMe-218","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","2","White","2","450-600","Dark green","Green purple","5","Long (25-30cm)","Short","Present","Irregular",4,1,1.2,0.3,1.8,0.45,3,0.75,2,40.8,IV
"TMe-221","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","3","White","4","450-600","Green purple","Green purple","5","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",12,3,1.8,0.45,3.4,0.85,5.2,1.3,2,36.7,IV
"TMe-222","Green purple","Long","Green purple","Central part","50-75% leaf retention","3","Cream","3","450-600","Purple","Dark green","4","Medium (15-20cm)","Short","Present","Irregular",13,2.6,3,0.6,4.2,0.84,7.2,1.44,3,40,VI
"TMe-224","Green purple","Long","Green purple","Top part","25-50% leaf retention","2","Cream","2","150-300","Green purple","Dark green","5","Long (25-30cm)","Absent","Present","Tending toward horizontal",22,5.5,3.8,0.95,8.2,2.05,12,3,0,37.2,V
"TMe-225","Green purple","Long","Purple","Totally pigmented","<25% leaf retention","3","White","2","750-900","Green purple","Green purple","2","Long (25-30cm)","Short","Absent","Irregular",7,3.5,1.2,0.6,2.8,1.4,4,2,0,37.4,IV
"TMe-226","Green purple","Medium","Red","Totally pigmented","25-50% leaf retention","1","White","2","150-300","Green purple","Dark green","2","Long (25-30cm)","Absent","Present","Tending toward horizontal",7,3.5,1.4,0.7,2.8,1.4,4.2,2.1,1,41.8,IV
"TMe-234","Green purple","Long","Purple","Totally pigmented","<25% leaf retention","1","White","0","No branching","Green purple","Green purple","4","Long (25-30cm)","Short","Present","Irregular",5,2.5,1.8,0.9,3.4,1.7,5.2,2.6,0,38.7,III
"TMe-235","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","3","Cream","2","450-600","Purple","Green purple","3","Medium (15-20cm)","Short","Absent","Irregular",9,4.5,2,1,4,2,6,3,0,39.5,IV
"TMe-236","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","3","White","4","150-300","Purple","Dark green","5","Medium (15-20cm)","Short","Present","Tending toward horizontal",16,3.2,3.2,0.64,6.4,1.28,9.6,1.92,2,42.1,VI
"TMe-241","Dark green","Long","Dark green","Absent","25-50% leaf retention","1","Cream","1","150-300","Dark green","Dark green","4","Long (25-30cm)","Intermediate","Present","Irregular",2,0.5,1.4,0.35,1.2,0.3,2.6,0.65,0,39.3,IV
"TMe-245","Purple","Long","Green purple","Top part","50-75% leaf retention","2","Cream","3","450-600","Purple","Dark green","4","Long (25-30cm)","Absent","Absent","Irregular",18,6,4.2,1.4,9.4,3.13333333333333,13.6,4.53333333333333,3,37,V
"TMe-247","Green purple","Long","Green purple","Top part","25-50% leaf retention","2","Cream","3","450-600","Purple","Dark green","4","Long (25-30cm)","Absent","Absent","Irregular",6,6,3.4,3.4,6.8,6.8,10.2,10.2,1,31.4,V
"TMe-248","Green purple","Long","Green purple","Central part","25-50% leaf retention","3","White","3","450-600","Green purple","Dark green","5","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",3,1,0.6,0.2,1,0.333333333333333,1.6,0.533333333333333,0,39.5,I
"TMe-251","Dark green","Medium","Green purple","Central part","25-50% leaf retention","0","Cream","0","No branching","Dark green","Dark green","5","Long (25-30cm)","Short","Absent","Tending toward horizontal",1,0.333333333333333,1.8,0.6,1.2,0.4,3,1,0,33.7,II
"TMe-256","Dark green","Long","Green purple","Central part","50-75% leaf retention","3","Cream","3","450-600","Green purple","Green purple","4","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",9,3,2,0.666666666666667,4.2,1.4,6.2,2.06666666666667,0,40.1,V
"TMe-259","Dark green","Medium","Purple","Totally pigmented","50-75% leaf retention","2","White","3","450-600","Light green","Green purple","4","Medium (15-20cm)","Absent","Absent","Irregular",4,1.33333333333333,1.8,0.6,3,1,4.8,1.6,0,35.2,IV
"TMe-264","Green purple","Medium","Green purple","Central part","25-50% leaf retention","1","White","2","150-300","Green purple","Dark green","1","Medium (15-20cm)","Intermediate","Present","Irregular",4,4,0.4,0.4,1,1,1.4,1.4,1,48,I
"TMe-268","Green purple","Medium","Green purple","Central part","50-75% leaf retention","3","Yellow","3","150-300","Green purple","Dark green","5","Medium (15-20cm)","Absent","Absent","Irregular",22,4.4,3.4,0.68,5.2,1.04,8.6,1.72,1,42.7,VI
"TMe-273","Green purple","Long","Green purple","Central part","25-50% leaf retention","3","Cream","3","450-600","Dark green","Dark green","2","Medium (15-20cm)","Absent","Present","Tending toward horizontal",8,2.66666666666667,1.8,0.6,3.8,1.26666666666667,5.6,1.86666666666667,1,34.4,VI
"TMe-277","Dark green","Long","Green purple","Central part","25-50% leaf retention","1","White","2","450-600","Light green","Dark green","5","Long (25-30cm)","Absent","Absent","Tending toward horizontal",2,0.4,1.8,0.36,2.4,0.48,4.2,0.84,1,41.7,V
"TMe-279","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","1","White","1","150-300","Green","Green purple","5","Medium (15-20cm)","Intermediate","Present","Irregular",5,1,2,0.4,1.4,0.28,3.4,0.68,1,41.6,IV
"TMe-280","Green purple","Medium","Red","Totally pigmented","25-50% leaf retention","2","White","2","450-600","Green purple","Green purple","1","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",3,3,1.4,1.4,2.6,2.6,4,4,0,39.1,IV
"TMe-281","Green purple","Long","Green purple","Top part","25-50% leaf retention","3","Cream","4","450-600","Purple","Dark green","3","Medium (15-20cm)","Absent","Present","Tending toward horizontal",9,4.5,3,1.5,4.8,2.4,7.8,3.9,3,37.2,VI
"TMe-283","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","1","Cream","2","450-600","Green purple","Green purple","2","Long (25-30cm)","Absent","Absent","Tending toward horizontal",2,1,0.8,0.4,2,1,2.8,1.4,0,42.7,IV
"TMe-284","Green purple","Long","Green purple","Central part","25-50% leaf retention","2","White","1","150-300","Purple","Dark green","3","Long (25-30cm)","Short","Absent","Irregular",8,4,2.6,1.3,1.2,0.6,3.8,1.9,5,40.3,V
"TMe-286","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","2","White","2","150-300","Purple","Green purple","5","Long (25-30cm)","Absent","Absent","Tending toward horizontal",9,4.5,2.8,1.4,3.4,1.7,6.2,3.1,3,41.5,IV
"TMe-287","Purple","Long","Green purple","Central part","50-75% leaf retention","4","Cream","4","450-600","Green purple","Green purple","4","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",7,2.33333333333333,3.4,1.13333333333333,4.2,1.4,7.6,2.53333333333333,5,44,V
"TMe-288","Green purple","Long","Green purple","Central part","25-50% leaf retention","2","Cream","3","450-600","Purple","Light green","4","Long (25-30cm)","Absent","Present","Tending toward horizontal",15,3.75,3.6,0.9,8.4,2.1,12,3,1,36.5,V
"TMe-306","Green purple","Medium","Green purple","Central part","25-50% leaf retention","0","White","1","150-300","Green","Dark green","5","Medium (15-20cm)","Absent","Present","Tending toward horizontal",7,1.4,2,0.4,2.4,0.48,4.4,0.88,0,39.8,I
"TMe-310","Green purple","Long","Green purple","Top part","50-75% leaf retention","3","White","2","150-300","Dark green","Dark green","5","Medium (15-20cm)","Short","Present","Irregular",17,4.25,3,0.75,4.2,1.05,7.2,1.8,1,38,VI
"TMe-312","Green purple","Long","Green purple","Top part","50-75% leaf retention","3","Cream","3","450-600","Purple","Dark green","5","Medium (15-20cm)","Absent","Absent","Irregular",28,7,5.2,1.3,16.4,4.1,21.6,5.4,3,38.3,V
"TMe-317","Purple","Medium","Purple","Totally pigmented","25-50% leaf retention","3","Cream","3","450-600","Purple","Dark green","4","Long (25-30cm)","Absent","Absent","Irregular",16,4,3,0.75,6.4,1.6,9.4,2.35,0,44.4,IV
"TMe-320","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","3","White","3","450-600","Dark green","Green purple","5","Long (25-30cm)","Absent","Present","Irregular",32,6.4,3.6,0.72,8.4,1.68,12,2.4,0,40.2,IV
"TMe-323","Green purple","Medium","Green purple","Central part","50-75% leaf retention","3","Cream","3","450-600","Dark green","Dark green","5","Long (25-30cm)","Absent","Present","Irregular",28,5.6,6.6,1.32,11.2,2.24,17.8,3.56,1,39.8,V
"TMe-326","Purple","Long","Green purple","Central part","50-75% leaf retention","2","Cream","2","150-300","Purple","Dark green","3","Medium (15-20cm)","Absent","Absent","Irregular",13,4.33333333333333,1.6,0.533333333333333,2.8,0.933333333333333,4.4,1.46666666666667,0,43.7,V
"TMe-330","Purple","Long","Green purple","Top and bottom","25-50% leaf retention","3","Cream","2","450-600","Purple","Dark green","5","Medium (15-20cm)","Absent","Absent","Irregular",18,4.5,6.2,1.55,8.6,2.15,14.8,3.7,4,40.9,V
"TMe-333","Purple","Long","Green purple","Central part","50-75% leaf retention","3","White","2","450-600","Purple","Dark green","5","Long (25-30cm)","Absent","Absent","Irregular",33,6.6,8,1.6,11.4,2.28,19.4,3.88,1,44.4,V
"TMe-341","Green purple","Long","Green purple","Top part","25-50% leaf retention","3","White","3","450-600","Purple","Dark green","5","Long (25-30cm)","Short","Present","Irregular",19,4.75,9,2.25,13.2,3.3,22.2,5.55,3,38.6,V
"TMe-343","Purple","Long","Green purple","Central part","50-75% leaf retention","1","White","2","450-600","Purple","Dark green","5","Long (25-30cm)","Absent","Present","Irregular",15,3.75,11,2.75,18.2,4.55,29.2,7.3,3,36.2,V
"TMe-344","Green purple","Long","Green purple","Top part","25-50% leaf retention","3","White","1","150-300","Purple","Dark green","3","Long (25-30cm)","Absent","Absent","Irregular",6,6,0.8,0.8,1.6,1.6,2.4,2.4,0,41.2,V
"TMe-348","Purple","Long","Green purple","Top part","50-75% leaf retention","3","White","3","450-600","Purple","Dark green","4","Long (25-30cm)","Absent","Absent","Tending toward horizontal",18,6,5.2,1.73333333333333,11.2,3.73333333333333,16.4,5.46666666666667,1,41.7,V
"TMe-355","Green purple","Long","Green purple","Central part","25-50% leaf retention","2","Cream","3","450-600","Green purple","Dark green","2","Long (25-30cm)","Absent","Absent","Tending toward horizontal",4,4,0.6,0.6,2,2,2.6,2.6,0,34.4,V
"TMe-370","Green purple","Long","Green purple","Central part","50-75% leaf retention","3","Cream","3","150-300","Green purple","Dark green","5","Long (25-30cm)","Absent","Present","Tending toward horizontal",19,3.8,7,1.4,8,1.6,15,3,0,38.9,V
"TMe-372","Purple","Long","Purple","Totally pigmented","25-50% leaf retention","4","Cream","4","750-900","Green purple","Green purple","5","Long (25-30cm)","Intermediate","Present","Irregular",11,5.5,8,4,7.2,3.6,15.2,7.6,0,36.4,IV
